country,year,energy_type,energy_subtype,amount
Israel,2004,Low Carbon,Wind,0.03
Israel,2004,Low Carbon,Other Renewable,0.0
Israel,2004,Low Carbon,Nuclear,0.0
Israel,2005,Fossil Fuel,Coal,92.337
Israel,2005,Fossil Fuel,Gas,15.703
Israel,2005,Fossil Fuel,Oil,145.306
Israel,2005,Low Carbon,Biofuel,0.0
Israel,2005,Low Carbon,Hydro,0.075
Israel,2005,Low Carbon,Solar,0.0
Israel,2005,Low Carbon,Wind,0.03
Israel,2005,Low Carbon,Other Renewable,0.0
Israel,2005,Low Carbon,Nuclear,0.0
Israel,2006,Fossil Fuel,Coal,91.287
Israel,2006,Fossil Fuel,Gas,21.927
Israel,2006,Fossil Fuel,Oil,139.927
Israel,2006,Low Carbon,Biofuel,0.0
Israel,2006,Low Carbon,Hydro,0.04
Israel,2006,Low Carbon,Solar,0.0
Israel,2006,Low Carbon,Wind,0.027
Israel,2006,Low Carbon,Other Renewable,0.0
Israel,2006,Low Carbon,Nuclear,0.0
Israel,2007,Fossil Fuel,Coal,93.36
Israel,2007,Fossil Fuel,Gas,26.236
Israel,2007,Fossil Fuel,Oil,147.501
Israel,2007,Low Carbon,Biofuel,0.0
Israel,2007,Low Carbon,Hydro,0.037
Israel,2007,Low Carbon,Solar,0.0
Israel,2007,Low Carbon,Wind,0.027
Israel,2007,Low Carbon,Other Renewable,0.0
Israel,2007,Low Carbon,Nuclear,0.0
Israel,2008,Fossil Fuel,Coal,91.87
Israel,2008,Fossil Fuel,Gas,36.098
Israel,2008,Fossil Fuel,Oil,143.338
Israel,2008,Low Carbon,Biofuel,0.0
Israel,2008,Low Carbon,Hydro,0.042
Israel,2008,Low Carbon,Solar,0.0
Israel,2008,Low Carbon,Wind,0.024
Israel,2008,Low Carbon,Other Renewable,0.018
Israel,2008,Low Carbon,Nuclear,0.0
Israel,2009,Fossil Fuel,Coal,89.966
Israel,2009,Fossil Fuel,Gas,40.024
Israel,2009,Fossil Fuel,Oil,129.643
Israel,2009,Low Carbon,Biofuel,0.0
Israel,2009,Low Carbon,Hydro,0.063
Israel,2009,Low Carbon,Solar,0.063
Israel,2009,Low Carbon,Wind,0.024
Israel,2009,Low Carbon,Other Renewable,0.11
Israel,2009,Low Carbon,Nuclear,0.0
Israel,2010,Fossil Fuel,Coal,89.92
Israel,2010,Fossil Fuel,Gas,51.131
Israel,2010,Fossil Fuel,Oil,133.981
Israel,2010,Low Carbon,Biofuel,0.0
Israel,2010,Low Carbon,Hydro,0.081
Israel,2010,Low Carbon,Solar,0.183
Israel,2010,Low Carbon,Wind,0.021
Israel,2010,Low Carbon,Other Renewable,0.159
Israel,2010,Low Carbon,Nuclear,0.0
Israel,2011,Fossil Fuel,Coal,92.252
Israel,2011,Fossil Fuel,Gas,47.492
Israel,2011,Fossil Fuel,Oil,141.436
Israel,2011,Low Carbon,Biofuel,0.0
Israel,2011,Low Carbon,Hydro,0.075
Israel,2011,Low Carbon,Solar,0.498
Israel,2011,Low Carbon,Wind,0.018
Israel,2011,Low Carbon,Other Renewable,0.189
Israel,2011,Low Carbon,Nuclear,0.0
Israel,2012,Fossil Fuel,Coal,102.469
Israel,2012,Fossil Fuel,Gas,24.416
Israel,2012,Fossil Fuel,Oil,166.308
Israel,2012,Low Carbon,Biofuel,0.0
Israel,2012,Low Carbon,Hydro,0.085
Israel,2012,Low Carbon,Solar,0.95
Israel,2012,Low Carbon,Wind,0.015
Israel,2012,Low Carbon,Other Renewable,0.196
Israel,2012,Low Carbon,Nuclear,0.0
Israel,2013,Fossil Fuel,Coal,82.442
Israel,2013,Fossil Fuel,Gas,66.355
Israel,2013,Fossil Fuel,Oil,123.107
Israel,2013,Low Carbon,Biofuel,0.0
Israel,2013,Low Carbon,Hydro,0.071
Israel,2013,Low Carbon,Solar,1.265
Israel,2013,Low Carbon,Wind,0.015
Israel,2013,Low Carbon,Other Renewable,0.11
Israel,2013,Low Carbon,Nuclear,0.0
Israel,2014,Fossil Fuel,Coal,76.612
Israel,2014,Fossil Fuel,Gas,72.483
Israel,2014,Fossil Fuel,Oil,117.254
Israel,2014,Low Carbon,Biofuel,0.0
Israel,2014,Low Carbon,Hydro,0.032
Israel,2014,Low Carbon,Solar,2.139
Israel,2014,Low Carbon,Wind,0.015
Israel,2014,Low Carbon,Other Renewable,0.158
Israel,2014,Low Carbon,Nuclear,0.0
Israel,2015,Fossil Fuel,Coal,75.027
Israel,2015,Fossil Fuel,Gas,80.526
Israel,2015,Fossil Fuel,Oil,124.712
Israel,2015,Low Carbon,Biofuel,0.0
Israel,2015,Low Carbon,Hydro,0.062
Israel,2015,Low Carbon,Solar,2.935
Israel,2015,Low Carbon,Wind,0.017
Israel,2015,Low Carbon,Other Renewable,0.172
Israel,2015,Low Carbon,Nuclear,0.0
Israel,2016,Fossil Fuel,Coal,64.121
Israel,2016,Fossil Fuel,Gas,92.495
Israel,2016,Fossil Fuel,Oil,127.327
Israel,2016,Low Carbon,Biofuel,0.0
Israel,2016,Low Carbon,Hydro,0.044
Israel,2016,Low Carbon,Solar,3.836
Israel,2016,Low Carbon,Wind,0.116
Israel,2016,Low Carbon,Other Renewable,0.287
Israel,2016,Low Carbon,Nuclear,0.0
Italy,2000,Fossil Fuel,Coal,145.58
Italy,2000,Fossil Fuel,Gas,678.785
Italy,2000,Fossil Fuel,Oil,1115.606
Italy,2000,Low Carbon,Biofuel,0.0
Italy,2000,Low Carbon,Hydro,122.778
Italy,2000,Low Carbon,Solar,0.05
Italy,2000,Low Carbon,Wind,1.564
Italy,2000,Low Carbon,Other Renewable,16.942
Italy,2000,Low Carbon,Nuclear,0.0
Italy,2001,Fossil Fuel,Coal,154.697
Italy,2001,Fossil Fuel,Gas,680.646
Italy,2001,Fossil Fuel,Oil,1106.674
Italy,2001,Low Carbon,Biofuel,0.0
Italy,2001,Low Carbon,Hydro,129.186
Italy,2001,Low Carbon,Solar,0.052
Italy,2001,Low Carbon,Wind,3.254
Italy,2001,Low Carbon,Other Renewable,17.491
Italy,2001,Low Carbon,Nuclear,0.0
Italy,2002,Fossil Fuel,Coal,159.678
Italy,2002,Fossil Fuel,Gas,676.029
Italy,2002,Fossil Fuel,Oil,1107.05
Italy,2002,Low Carbon,Biofuel,0.0
Italy,2002,Low Carbon,Hydro,108.359
Italy,2002,Low Carbon,Solar,0.058
Italy,2002,Low Carbon,Wind,3.85
Italy,2002,Low Carbon,Other Renewable,20.214
Italy,2002,Low Carbon,Nuclear,0.0
Italy,2003,Fossil Fuel,Coal,172.299
Italy,2003,Fossil Fuel,Gas,745.332
Italy,2003,Fossil Fuel,Oil,1097.892
Italy,2003,Low Carbon,Biofuel,0.0
Italy,2003,Low Carbon,Hydro,99.902
Italy,2003,Low Carbon,Solar,0.065
Italy,2003,Low Carbon,Wind,3.972
Italy,2003,Low Carbon,Other Renewable,23.74
Italy,2003,Low Carbon,Nuclear,0.0
Italy,2004,Fossil Fuel,Coal,193.013
Italy,2004,Fossil Fuel,Gas,773.419
Italy,2004,Fossil Fuel,Oil,1067.087
Italy,2004,Low Carbon,Biofuel,2.754
Italy,2004,Low Carbon,Hydro,114.609
Italy,2004,Low Carbon,Solar,0.079
Italy,2004,Low Carbon,Wind,5.0
Italy,2004,Low Carbon,Other Renewable,26.142
Italy,2004,Low Carbon,Nuclear,0.0
Italy,2005,Fossil Fuel,Coal,191.534
Italy,2005,Fossil Fuel,Gas,827.696
Italy,2005,Fossil Fuel,Oil,1032.959
Italy,2005,Low Carbon,Biofuel,1.933
Italy,2005,Low Carbon,Hydro,97.016
Italy,2005,Low Carbon,Solar,0.083
Italy,2005,Low Carbon,Wind,6.302
Italy,2005,Low Carbon,Other Renewable,26.893
Italy,2005,Low Carbon,Nuclear,0.0
Italy,2006,Fossil Fuel,Coal,193.911
Italy,2006,Fossil Fuel,Gas,810.588
Italy,2006,Fossil Fuel,Oil,1032.117
Italy,2006,Low Carbon,Biofuel,2.178
Italy,2006,Low Carbon,Hydro,98.883
Italy,2006,Low Carbon,Solar,0.094
Italy,2006,Low Carbon,Wind,7.941
Italy,2006,Low Carbon,Other Renewable,28.427
Italy,2006,Low Carbon,Nuclear,0.0
Italy,2007,Fossil Fuel,Coal,189.848
Italy,2007,Fossil Fuel,Gas,814.562
Italy,2007,Fossil Fuel,Oil,1000.31
Italy,2007,Low Carbon,Biofuel,1.977
Italy,2007,Low Carbon,Hydro,87.165
Italy,2007,Low Carbon,Solar,0.104
Italy,2007,Low Carbon,Wind,10.715
Italy,2007,Low Carbon,Other Renewable,28.759
Italy,2007,Low Carbon,Nuclear,0.0
Italy,2008,Fossil Fuel,Coal,183.701
Italy,2008,Fossil Fuel,Gas,808.516
Italy,2008,Fossil Fuel,Oil,950.1
Italy,2008,Low Carbon,Biofuel,8.016
Italy,2008,Low Carbon,Hydro,109.874
Italy,2008,Low Carbon,Solar,0.509
Italy,2008,Low Carbon,Wind,12.832
Italy,2008,Low Carbon,Other Renewable,30.32
Italy,2008,Low Carbon,Nuclear,0.0
Italy,2009,Fossil Fuel,Coal,143.824
Italy,2009,Fossil Fuel,Gas,743.176
Italy,2009,Fossil Fuel,Oil,882.473
Italy,2009,Low Carbon,Biofuel,12.928
Italy,2009,Low Carbon,Hydro,128.912
Italy,2009,Low Carbon,Solar,1.776
Italy,2009,Low Carbon,Wind,17.165
Italy,2009,Low Carbon,Other Renewable,33.839
Italy,2009,Low Carbon,Nuclear,0.0
Italy,2010,Fossil Fuel,Coal,159.028
Italy,2010,Fossil Fuel,Gas,791.5
Italy,2010,Fossil Fuel,Oil,856.363
Italy,2010,Low Carbon,Biofuel,15.921
Italy,2010,Low Carbon,Hydro,133.281
Italy,2010,Low Carbon,Solar,4.969
Italy,2010,Low Carbon,Wind,23.795
Italy,2010,Low Carbon,Other Renewable,38.631
Italy,2010,Low Carbon,Nuclear,0.0
Italy,2011,Fossil Fuel,Coal,178.27
Italy,2011,Fossil Fuel,Gas,742.161
Italy,2011,Fossil Fuel,Oil,825.314
Italy,2011,Low Carbon,Biofuel,15.721
Italy,2011,Low Carbon,Hydro,118.749
Italy,2011,Low Carbon,Solar,27.977
Italy,2011,Low Carbon,Wind,25.543
Italy,2011,Low Carbon,Other Renewable,42.725
Italy,2011,Low Carbon,Nuclear,0.0
Italy,2012,Fossil Fuel,Coal,182.733
Italy,2012,Fossil Fuel,Gas,713.566
Italy,2012,Fossil Fuel,Oil,771.219
Italy,2012,Low Carbon,Biofuel,17.545
Italy,2012,Low Carbon,Hydro,107.86
Italy,2012,Low Carbon,Solar,48.583
Italy,2012,Low Carbon,Wind,34.533
Italy,2012,Low Carbon,Other Renewable,46.566
Italy,2012,Low Carbon,Nuclear,0.0
Italy,2013,Fossil Fuel,Coal,157.403
Italy,2013,Fossil Fuel,Gas,667.405
Italy,2013,Fossil Fuel,Oil,705.31
Italy,2013,Low Carbon,Biofuel,14.723
Italy,2013,Low Carbon,Hydro,135.114
Italy,2013,Low Carbon,Solar,55.272
Italy,2013,Low Carbon,Wind,38.14
Italy,2013,Low Carbon,Other Renewable,58.244
Italy,2013,Low Carbon,Nuclear,0.0
Italy,2014,Fossil Fuel,Coal,153.448
Italy,2014,Fossil Fuel,Gas,589.716
Italy,2014,Fossil Fuel,Oil,667.945
Italy,2014,Low Carbon,Biofuel,12.551
Italy,2014,Low Carbon,Hydro,148.992
Italy,2014,Low Carbon,Solar,56.768
Italy,2014,Low Carbon,Wind,38.627
Italy,2014,Low Carbon,Other Renewable,62.729
Italy,2014,Low Carbon,Nuclear,0.0
Italy,2015,Fossil Fuel,Coal,143.396
Italy,2015,Fossil Fuel,Gas,643.155
Italy,2015,Fossil Fuel,Oil,695.153
Italy,2015,Low Carbon,Biofuel,15.498
Italy,2015,Low Carbon,Hydro,111.576
Italy,2015,Low Carbon,Solar,58.038
Italy,2015,Low Carbon,Wind,37.552
Italy,2015,Low Carbon,Other Renewable,64.713
Italy,2015,Low Carbon,Nuclear,0.0
Italy,2016,Fossil Fuel,Coal,127.732
Italy,2016,Fossil Fuel,Gas,675.459
Italy,2016,Fossil Fuel,Oil,700.6
Italy,2016,Low Carbon,Biofuel,15.417
Italy,2016,Low Carbon,Hydro,102.118
Italy,2016,Low Carbon,Solar,55.588
Italy,2016,Low Carbon,Wind,44.483
Italy,2016,Low Carbon,Other Renewable,64.875
Italy,2016,Low Carbon,Nuclear,0.0
Japan,2000,Fossil Fuel,Coal,1110.604
Japan,2000,Fossil Fuel,Gas,756.651
Japan,2000,Fossil Fuel,Oil,3094.515
Japan,2000,Low Carbon,Biofuel,0.0
Japan,2000,Low Carbon,Hydro,234.634
Japan,2000,Low Carbon,Solar,0.956
Japan,2000,Low Carbon,Wind,0.303
Japan,2000,Low Carbon,Other Renewable,44.753
Japan,2000,Low Carbon,Nuclear,886.45
Japan,2001,Fossil Fuel,Coal,1137.156
Japan,2001,Fossil Fuel,Gas,777.285
Japan,2001,Fossil Fuel,Oil,2998.817
Japan,2001,Low Carbon,Biofuel,0.0
Japan,2001,Low Carbon,Hydro,225.021
Japan,2001,Low Carbon,Solar,1.379
Japan,2001,Low Carbon,Wind,0.695
Japan,2001,Low Carbon,Other Renewable,44.235
Japan,2001,Low Carbon,Nuclear,884.602
Japan,2002,Fossil Fuel,Coal,1207.909
Japan,2002,Fossil Fuel,Gas,760.461
Japan,2002,Fossil Fuel,Oil,2950.62
Japan,2002,Low Carbon,Biofuel,0.0
Japan,2002,Low Carbon,Hydro,221.0
Japan,2002,Low Carbon,Solar,1.905
Japan,2002,Low Carbon,Wind,1.132
Japan,2002,Low Carbon,Other Renewable,46.447
Japan,2002,Low Carbon,Nuclear,861.677
Japan,2003,Fossil Fuel,Coal,1241.26
Japan,2003,Fossil Fuel,Gas,834.983
Japan,2003,Fossil Fuel,Oil,3018.718
Japan,2003,Low Carbon,Biofuel,0.0
Japan,2003,Low Carbon,Hydro,251.927
Japan,2003,Low Carbon,Solar,2.599
Japan,2003,Low Carbon,Wind,2.267
Japan,2003,Low Carbon,Other Renewable,48.702
Japan,2003,Low Carbon,Nuclear,626.815
Japan,2004,Fossil Fuel,Coal,1274.104
Japan,2004,Fossil Fuel,Gas,806.041
Japan,2004,Fossil Fuel,Oil,2940.989
Japan,2004,Low Carbon,Biofuel,0.0
Japan,2004,Low Carbon,Hydro,248.143
Japan,2004,Low Carbon,Solar,3.442
Japan,2004,Low Carbon,Wind,3.898
Japan,2004,Low Carbon,Other Renewable,48.871
Japan,2004,Low Carbon,Nuclear,773.841
Japan,2005,Fossil Fuel,Coal,1335.235
Japan,2005,Fossil Fuel,Gas,827.28
Japan,2005,Fossil Fuel,Oil,2980.331
Japan,2005,Low Carbon,Biofuel,0.0
Japan,2005,Low Carbon,Hydro,208.631
Japan,2005,Low Carbon,Solar,4.385
Japan,2005,Low Carbon,Wind,5.138
Japan,2005,Low Carbon,Other Renewable,58.333
Japan,2005,Low Carbon,Nuclear,788.236
Japan,2006,Fossil Fuel,Coal,1312.655
Japan,2006,Fossil Fuel,Gas,885.504
Japan,2006,Fossil Fuel,Oil,2871.617
Japan,2006,Low Carbon,Biofuel,0.0
Japan,2006,Low Carbon,Hydro,237.377
Japan,2006,Low Carbon,Solar,5.334
Japan,2006,Low Carbon,Wind,5.707
Japan,2006,Low Carbon,Other Renewable,57.543
Japan,2006,Low Carbon,Nuclear,813.356
Japan,2007,Fossil Fuel,Coal,1377.941
Japan,2007,Fossil Fuel,Gas,953.901
Japan,2007,Fossil Fuel,Oil,2783.351
Japan,2007,Low Carbon,Biofuel,0.0
Japan,2007,Low Carbon,Hydro,197.917
Japan,2007,Low Carbon,Solar,6.142
Japan,2007,Low Carbon,Wind,7.278
Japan,2007,Low Carbon,Other Renewable,58.963
Japan,2007,Low Carbon,Nuclear,741.117
Japan,2008,Fossil Fuel,Coal,1415.245
Japan,2008,Fossil Fuel,Gas,990.996
Japan,2008,Fossil Fuel,Oil,2702.271
Japan,2008,Low Carbon,Biofuel,0.0
Japan,2008,Low Carbon,Hydro,198.415
Japan,2008,Low Carbon,Solar,6.847
Japan,2008,Low Carbon,Wind,7.774
Japan,2008,Low Carbon,Other Renewable,56.208
Japan,2008,Low Carbon,Nuclear,664.543
Japan,2009,Fossil Fuel,Coal,1187.431
Japan,2009,Fossil Fuel,Gas,924.781
Japan,2009,Fossil Fuel,Oil,2421.195
Japan,2009,Low Carbon,Biofuel,0.0
Japan,2009,Low Carbon,Hydro,184.865
Japan,2009,Low Carbon,Solar,7.99
Japan,2009,Low Carbon,Wind,8.991
Japan,2009,Low Carbon,Other Renewable,53.324
Japan,2009,Low Carbon,Nuclear,720.534
Japan,2010,Fossil Fuel,Coal,1353.081
Japan,2010,Fossil Fuel,Gas,999.368
Japan,2010,Fossil Fuel,Oil,2444.158
Japan,2010,Low Carbon,Biofuel,0.0
Japan,2010,Low Carbon,Hydro,230.759
Japan,2010,Low Carbon,Solar,10.381
Japan,2010,Low Carbon,Wind,10.236
Japan,2010,Low Carbon,Other Renewable,56.911
Japan,2010,Low Carbon,Nuclear,762.275
Japan,2011,Fossil Fuel,Coal,1283.13
Japan,2011,Fossil Fuel,Gas,1120.253
Japan,2011,Fossil Fuel,Oil,2450.343
Japan,2011,Low Carbon,Biofuel,0.0
Japan,2011,Low Carbon,Hydro,213.762
Japan,2011,Low Carbon,Solar,14.095
Japan,2011,Low Carbon,Wind,11.555
Japan,2011,Low Carbon,Other Renewable,54.693
Japan,2011,Low Carbon,Nuclear,422.22
Japan,2012,Fossil Fuel,Coal,1354.698
Japan,2012,Fossil Fuel,Gas,1232.152
Japan,2012,Fossil Fuel,Oil,2611.461
Japan,2012,Low Carbon,Biofuel,0.0
Japan,2012,Low Carbon,Hydro,198.591
Japan,2012,Low Carbon,Solar,18.988
Japan,2012,Low Carbon,Wind,12.177
Japan,2012,Low Carbon,Other Renewable,57.002
Japan,2012,Low Carbon,Nuclear,46.342
Japan,2013,Fossil Fuel,Coal,1408.994
Japan,2013,Fossil Fuel,Gas,1235.37
Japan,2013,Fossil Fuel,Oil,2491.799
Japan,2013,Low Carbon,Biofuel,0.0
Japan,2013,Low Carbon,Hydro,203.108
Japan,2013,Low Carbon,Solar,33.05
Japan,2013,Low Carbon,Wind,13.142
Japan,2013,Low Carbon,Other Renewable,59.338
Japan,2013,Low Carbon,Nuclear,37.387
Japan,2014,Fossil Fuel,Coal,1385.253
Japan,2014,Fossil Fuel,Gas,1247.522
Japan,2014,Fossil Fuel,Oil,2367.314
Japan,2014,Low Carbon,Biofuel,0.0
Japan,2014,Low Carbon,Hydro,207.941
Japan,2014,Low Carbon,Solar,59.928
Japan,2014,Low Carbon,Wind,12.76
Japan,2014,Low Carbon,Other Renewable,60.13
Japan,2014,Low Carbon,Nuclear,0.0
Japan,2015,Fossil Fuel,Coal,1397.549
Japan,2015,Fossil Fuel,Gas,1187.177
Japan,2015,Fossil Fuel,Oil,2278.486
Japan,2015,Low Carbon,Biofuel,0.0
Japan,2015,Low Carbon,Hydro,216.965
Japan,2015,Low Carbon,Solar,87.378
Japan,2015,Low Carbon,Wind,13.212
Japan,2015,Low Carbon,Other Renewable,72.061
Japan,2015,Low Carbon,Nuclear,11.446
Japan,2016,Fossil Fuel,Coal,1394.891
Japan,2016,Fossil Fuel,Gas,1164.175
Japan,2016,Fossil Fuel,Oil,2213.772
Japan,2016,Low Carbon,Biofuel,0.0
Japan,2016,Low Carbon,Hydro,186.283
Japan,2016,Low Carbon,Solar,108.955
Japan,2016,Low Carbon,Wind,15.337
Japan,2016,Low Carbon,Other Renewable,46.853
Japan,2016,Low Carbon,Nuclear,44.457
Kazakhstan,2000,Fossil Fuel,Coal,207.464
Kazakhstan,2000,Fossil Fuel,Gas,52.294
Kazakhstan,2000,Fossil Fuel,Oil,92.215
Kazakhstan,2000,Low Carbon,Biofuel,0.0
Kazakhstan,2000,Low Carbon,Hydro,20.92
Kazakhstan,2000,Low Carbon,Solar,0.0
Kazakhstan,2000,Low Carbon,Wind,0.0
Kazakhstan,2000,Low Carbon,Other Renewable,0.0
Kazakhstan,2000,Low Carbon,Nuclear,0.0
Kazakhstan,2001,Fossil Fuel,Coal,259.348
Kazakhstan,2001,Fossil Fuel,Gas,45.94
Kazakhstan,2001,Fossil Fuel,Oil,92.171
Kazakhstan,2001,Low Carbon,Biofuel,0.0
Kazakhstan,2001,Low Carbon,Hydro,22.302
Kazakhstan,2001,Low Carbon,Solar,0.0
Kazakhstan,2001,Low Carbon,Wind,0.0
Kazakhstan,2001,Low Carbon,Other Renewable,0.0
Kazakhstan,2001,Low Carbon,Nuclear,0.0
Kazakhstan,2002,Fossil Fuel,Coal,262.751
Kazakhstan,2002,Fossil Fuel,Gas,48.385
Kazakhstan,2002,Fossil Fuel,Oil,94.168
Kazakhstan,2002,Low Carbon,Biofuel,0.0
Kazakhstan,2002,Low Carbon,Hydro,24.375
Kazakhstan,2002,Low Carbon,Solar,0.0
Kazakhstan,2002,Low Carbon,Wind,0.0
Kazakhstan,2002,Low Carbon,Other Renewable,0.0
Kazakhstan,2002,Low Carbon,Nuclear,0.0
Kazakhstan,2003,Fossil Fuel,Coal,290.113
Kazakhstan,2003,Fossil Fuel,Gas,56.938
Kazakhstan,2003,Fossil Fuel,Oil,102.732
Kazakhstan,2003,Low Carbon,Biofuel,0.0
Kazakhstan,2003,Low Carbon,Hydro,23.496
Kazakhstan,2003,Low Carbon,Solar,0.0
Kazakhstan,2003,Low Carbon,Wind,0.0
Kazakhstan,2003,Low Carbon,Other Renewable,0.0
Kazakhstan,2003,Low Carbon,Nuclear,0.0
Kazakhstan,2004,Fossil Fuel,Coal,309.252
Kazakhstan,2004,Fossil Fuel,Gas,62.915
Kazakhstan,2004,Fossil Fuel,Oil,108.02
Kazakhstan,2004,Low Carbon,Biofuel,0.0
Kazakhstan,2004,Low Carbon,Hydro,21.809
Kazakhstan,2004,Low Carbon,Solar,0.0
Kazakhstan,2004,Low Carbon,Wind,0.0
Kazakhstan,2004,Low Carbon,Other Renewable,0.0
Kazakhstan,2004,Low Carbon,Nuclear,0.0
Kazakhstan,2005,Fossil Fuel,Coal,312.672
Kazakhstan,2005,Fossil Fuel,Gas,82.983
Kazakhstan,2005,Fossil Fuel,Oil,110.446
Kazakhstan,2005,Low Carbon,Biofuel,0.0
Kazakhstan,2005,Low Carbon,Hydro,21.132
Kazakhstan,2005,Low Carbon,Solar,0.0
Kazakhstan,2005,Low Carbon,Wind,0.0
Kazakhstan,2005,Low Carbon,Other Renewable,0.0
Kazakhstan,2005,Low Carbon,Nuclear,0.0
Kazakhstan,2006,Fossil Fuel,Coal,329.564
Kazakhstan,2006,Fossil Fuel,Gas,87.97
Kazakhstan,2006,Fossil Fuel,Oil,119.04
Kazakhstan,2006,Low Carbon,Biofuel,0.0
Kazakhstan,2006,Low Carbon,Hydro,20.764
Kazakhstan,2006,Low Carbon,Solar,0.0
Kazakhstan,2006,Low Carbon,Wind,0.0
Kazakhstan,2006,Low Carbon,Other Renewable,0.0
Kazakhstan,2006,Low Carbon,Nuclear,0.0
Kazakhstan,2007,Fossil Fuel,Coal,362.145
Kazakhstan,2007,Fossil Fuel,Gas,106.426
Kazakhstan,2007,Fossil Fuel,Oil,130.673
Kazakhstan,2007,Low Carbon,Biofuel,0.0
Kazakhstan,2007,Low Carbon,Hydro,21.705
Kazakhstan,2007,Low Carbon,Solar,0.0
Kazakhstan,2007,Low Carbon,Wind,0.0
Kazakhstan,2007,Low Carbon,Other Renewable,0.0
Kazakhstan,2007,Low Carbon,Nuclear,0.0
Kazakhstan,2008,Fossil Fuel,Coal,392.951
Kazakhstan,2008,Fossil Fuel,Gas,105.807
Kazakhstan,2008,Fossil Fuel,Oil,136.552
Kazakhstan,2008,Low Carbon,Biofuel,0.0
Kazakhstan,2008,Low Carbon,Hydro,19.692
Kazakhstan,2008,Low Carbon,Solar,0.0
Kazakhstan,2008,Low Carbon,Wind,0.0
Kazakhstan,2008,Low Carbon,Other Renewable,0.0
Kazakhstan,2008,Low Carbon,Nuclear,0.0
Kazakhstan,2009,Fossil Fuel,Coal,359.793
Kazakhstan,2009,Fossil Fuel,Gas,101.397
Kazakhstan,2009,Fossil Fuel,Oil,112.951
Kazakhstan,2009,Low Carbon,Biofuel,0.0
Kazakhstan,2009,Low Carbon,Hydro,18.047
Kazakhstan,2009,Low Carbon,Solar,0.0
Kazakhstan,2009,Low Carbon,Wind,0.0
Kazakhstan,2009,Low Carbon,Other Renewable,0.0
Kazakhstan,2009,Low Carbon,Nuclear,0.0
Kazakhstan,2010,Fossil Fuel,Coal,388.256
Kazakhstan,2010,Fossil Fuel,Gas,110.243
Kazakhstan,2010,Fossil Fuel,Oil,119.009
Kazakhstan,2010,Low Carbon,Biofuel,0.0
Kazakhstan,2010,Low Carbon,Hydro,20.916
Kazakhstan,2010,Low Carbon,Solar,0.0
Kazakhstan,2010,Low Carbon,Wind,0.0
Kazakhstan,2010,Low Carbon,Other Renewable,0.0
Kazakhstan,2010,Low Carbon,Nuclear,0.0
Kazakhstan,2011,Fossil Fuel,Coal,422.64
Kazakhstan,2011,Fossil Fuel,Gas,121.617
Kazakhstan,2011,Fossil Fuel,Oil,138.458
Kazakhstan,2011,Low Carbon,Biofuel,0.0
Kazakhstan,2011,Low Carbon,Hydro,20.429
Kazakhstan,2011,Low Carbon,Solar,0.0
Kazakhstan,2011,Low Carbon,Wind,0.0
Kazakhstan,2011,Low Carbon,Other Renewable,0.0
Kazakhstan,2011,Low Carbon,Nuclear,0.0
Kazakhstan,2012,Fossil Fuel,Coal,440.266
Kazakhstan,2012,Fossil Fuel,Gas,129.528
Kazakhstan,2012,Fossil Fuel,Oil,139.248
Kazakhstan,2012,Low Carbon,Biofuel,0.0
Kazakhstan,2012,Low Carbon,Hydro,19.672
Kazakhstan,2012,Low Carbon,Solar,0.0
Kazakhstan,2012,Low Carbon,Wind,0.007
Kazakhstan,2012,Low Carbon,Other Renewable,0.0
Kazakhstan,2012,Low Carbon,Nuclear,0.0
Kazakhstan,2013,Fossil Fuel,Coal,435.881
Kazakhstan,2013,Fossil Fuel,Gas,135.623
Kazakhstan,2013,Fossil Fuel,Oil,146.404
Kazakhstan,2013,Low Carbon,Biofuel,0.0
Kazakhstan,2013,Low Carbon,Hydro,19.793
Kazakhstan,2013,Low Carbon,Solar,0.002
Kazakhstan,2013,Low Carbon,Wind,0.012
Kazakhstan,2013,Low Carbon,Other Renewable,0.0
Kazakhstan,2013,Low Carbon,Nuclear,0.0
Kazakhstan,2014,Fossil Fuel,Coal,430.717
Kazakhstan,2014,Fossil Fuel,Gas,149.776
Kazakhstan,2014,Fossil Fuel,Oil,147.055
Kazakhstan,2014,Low Carbon,Biofuel,0.0
Kazakhstan,2014,Low Carbon,Hydro,21.028
Kazakhstan,2014,Low Carbon,Solar,0.003
Kazakhstan,2014,Low Carbon,Wind,0.034
Kazakhstan,2014,Low Carbon,Other Renewable,0.0
Kazakhstan,2014,Low Carbon,Nuclear,0.0
Kazakhstan,2015,Fossil Fuel,Coal,398.2
Kazakhstan,2015,Fossil Fuel,Gas,153.346
Kazakhstan,2015,Fossil Fuel,Oil,163.881
Kazakhstan,2015,Low Carbon,Biofuel,0.0
Kazakhstan,2015,Low Carbon,Hydro,23.449
Kazakhstan,2015,Low Carbon,Solar,0.117
Kazakhstan,2015,Low Carbon,Wind,0.333
Kazakhstan,2015,Low Carbon,Other Renewable,0.001
Kazakhstan,2015,Low Carbon,Nuclear,0.0
Kazakhstan,2016,Fossil Fuel,Coal,394.174
Kazakhstan,2016,Fossil Fuel,Gas,158.061
Kazakhstan,2016,Fossil Fuel,Oil,168.683
Kazakhstan,2016,Low Carbon,Biofuel,0.0
Kazakhstan,2016,Low Carbon,Hydro,29.224
