country,year,energy_type,energy_subtype,amount
China,2012,Fossil Fuel,Oil,5731.224
China,2012,Low Carbon,Biofuel,24.471
China,2012,Low Carbon,Hydro,2222.35
China,2012,Low Carbon,Solar,9.259
China,2012,Low Carbon,Wind,265.432
China,2012,Low Carbon,Other Renewable,77.615
China,2012,Low Carbon,Nuclear,253.245
China,2013,Fossil Fuel,Coal,22900.337
China,2013,Fossil Fuel,Gas,1718.787
China,2013,Fossil Fuel,Oil,5982.924
China,2013,Low Carbon,Biofuel,28.366
China,2013,Low Carbon,Hydro,2328.828
China,2013,Low Carbon,Solar,21.439
China,2013,Low Carbon,Wind,353.99
China,2013,Low Carbon,Other Renewable,95.07
China,2013,Low Carbon,Nuclear,285.469
China,2014,Fossil Fuel,Coal,22730.671
China,2014,Fossil Fuel,Gas,1883.633
China,2014,Fossil Fuel,Oil,6227.52
China,2014,Low Carbon,Biofuel,37.613
China,2014,Low Carbon,Hydro,2696.822
China,2014,Low Carbon,Solar,59.836
China,2014,Low Carbon,Wind,406.582
China,2014,Low Carbon,Other Renewable,117.749
China,2014,Low Carbon,Nuclear,339.027
China,2015,Fossil Fuel,Coal,22259.357
China,2015,Fossil Fuel,Gas,1946.897
China,2015,Fossil Fuel,Oil,6638.916
China,2015,Low Carbon,Biofuel,22.601
China,2015,Low Carbon,Hydro,2819.461
China,2015,Low Carbon,Solar,99.877
China,2015,Low Carbon,Wind,469.503
China,2015,Low Carbon,Other Renewable,136.785
China,2015,Low Carbon,Nuclear,433.546
China,2016,Fossil Fuel,Coal,21970.171
China,2016,Fossil Fuel,Gas,2094.413
China,2016,Fossil Fuel,Oil,6807.743
China,2016,Low Carbon,Biofuel,26.189
China,2016,Low Carbon,Hydro,2900.231
China,2016,Low Carbon,Solar,167.304
China,2016,Low Carbon,Wind,605.715
China,2016,Low Carbon,Other Renewable,156.256
China,2016,Low Carbon,Nuclear,536.1
Colombia,2000,Fossil Fuel,Coal,31.438
Colombia,2000,Fossil Fuel,Gas,57.358
Colombia,2000,Fossil Fuel,Oil,132.17
Colombia,2000,Low Carbon,Biofuel,0.0
Colombia,2000,Low Carbon,Hydro,85.599
Colombia,2000,Low Carbon,Solar,0.005
Colombia,2000,Low Carbon,Wind,0.0
Colombia,2000,Low Carbon,Other Renewable,1.378
Colombia,2000,Low Carbon,Nuclear,0.0
Colombia,2001,Fossil Fuel,Coal,30.958
Colombia,2001,Fossil Fuel,Gas,59.39
Colombia,2001,Fossil Fuel,Oil,123.978
Colombia,2001,Low Carbon,Biofuel,0.0
Colombia,2001,Low Carbon,Hydro,87.298
Colombia,2001,Low Carbon,Solar,0.007
Colombia,2001,Low Carbon,Wind,0.0
Colombia,2001,Low Carbon,Other Renewable,1.369
Colombia,2001,Low Carbon,Nuclear,0.0
Colombia,2002,Fossil Fuel,Coal,25.461
Colombia,2002,Fossil Fuel,Gas,59.987
Colombia,2002,Fossil Fuel,Oil,121.931
Colombia,2002,Low Carbon,Biofuel,0.0
Colombia,2002,Low Carbon,Hydro,93.138
Colombia,2002,Low Carbon,Solar,0.013
Colombia,2002,Low Carbon,Wind,0.0
Colombia,2002,Low Carbon,Other Renewable,1.346
Colombia,2002,Low Carbon,Nuclear,0.0
Colombia,2003,Fossil Fuel,Coal,28.225
Colombia,2003,Fossil Fuel,Gas,57.5
Colombia,2003,Fossil Fuel,Oil,126.865
Colombia,2003,Low Carbon,Biofuel,0.0
Colombia,2003,Low Carbon,Hydro,98.557
Colombia,2003,Low Carbon,Solar,0.017
Colombia,2003,Low Carbon,Wind,0.0
Colombia,2003,Low Carbon,Other Renewable,1.349
Colombia,2003,Low Carbon,Nuclear,0.0
Colombia,2004,Fossil Fuel,Coal,24.699
Colombia,2004,Fossil Fuel,Gas,61.348
Colombia,2004,Fossil Fuel,Oil,126.793
Colombia,2004,Low Carbon,Biofuel,0.0
Colombia,2004,Low Carbon,Hydro,103.76
Colombia,2004,Low Carbon,Solar,0.022
Colombia,2004,Low Carbon,Wind,0.141
Colombia,2004,Low Carbon,Other Renewable,1.264
Colombia,2004,Low Carbon,Nuclear,0.0
Colombia,2005,Fossil Fuel,Coal,15.562
Colombia,2005,Fossil Fuel,Gas,64.463
Colombia,2005,Fossil Fuel,Oil,131.625
Colombia,2005,Low Carbon,Biofuel,0.008
Colombia,2005,Low Carbon,Hydro,105.499
Colombia,2005,Low Carbon,Solar,0.026
Colombia,2005,Low Carbon,Wind,0.133
Colombia,2005,Low Carbon,Other Renewable,1.353
Colombia,2005,Low Carbon,Nuclear,0.0
Colombia,2006,Fossil Fuel,Coal,44.33
Colombia,2006,Fossil Fuel,Gas,67.647
Colombia,2006,Fossil Fuel,Oil,129.87
Colombia,2006,Low Carbon,Biofuel,0.077
Colombia,2006,Low Carbon,Hydro,113.755
Colombia,2006,Low Carbon,Solar,0.0
Colombia,2006,Low Carbon,Wind,0.168
Colombia,2006,Low Carbon,Other Renewable,1.389
Colombia,2006,Low Carbon,Nuclear,0.0
Colombia,2007,Fossil Fuel,Coal,39.032
Colombia,2007,Fossil Fuel,Gas,71.616
Colombia,2007,Fossil Fuel,Oil,128.746
Colombia,2007,Low Carbon,Biofuel,0.092
Colombia,2007,Low Carbon,Hydro,117.518
Colombia,2007,Low Carbon,Solar,0.0
Colombia,2007,Low Carbon,Wind,0.133
Colombia,2007,Low Carbon,Other Renewable,1.347
Colombia,2007,Low Carbon,Nuclear,0.0
Colombia,2008,Fossil Fuel,Coal,51.642
Colombia,2008,Fossil Fuel,Gas,72.751
Colombia,2008,Fossil Fuel,Oil,139.348
Colombia,2008,Low Carbon,Biofuel,0.132
Colombia,2008,Low Carbon,Hydro,121.853
Colombia,2008,Low Carbon,Solar,0.0
Colombia,2008,Low Carbon,Wind,0.142
Colombia,2008,Low Carbon,Other Renewable,1.345
Colombia,2008,Low Carbon,Nuclear,0.0
Colombia,2009,Fossil Fuel,Coal,47.501
Colombia,2009,Fossil Fuel,Gas,83.793
Colombia,2009,Fossil Fuel,Oil,127.935
Colombia,2009,Low Carbon,Biofuel,0.185
Colombia,2009,Low Carbon,Hydro,107.135
Colombia,2009,Low Carbon,Solar,0.0
Colombia,2009,Low Carbon,Wind,0.151
Colombia,2009,Low Carbon,Other Renewable,2.632
Colombia,2009,Low Carbon,Nuclear,0.0
Colombia,2010,Fossil Fuel,Coal,55.907
Colombia,2010,Fossil Fuel,Gas,87.451
Colombia,2010,Fossil Fuel,Oil,142.919
Colombia,2010,Low Carbon,Biofuel,0.293
Colombia,2010,Low Carbon,Hydro,105.748
Colombia,2010,Low Carbon,Solar,0.0
Colombia,2010,Low Carbon,Wind,0.101
Colombia,2010,Low Carbon,Other Renewable,2.894
Colombia,2010,Low Carbon,Nuclear,0.0
Colombia,2011,Fossil Fuel,Coal,45.266
Colombia,2011,Fossil Fuel,Gas,85.15
Colombia,2011,Fossil Fuel,Oil,153.426
Colombia,2011,Low Carbon,Biofuel,0.363
Colombia,2011,Low Carbon,Hydro,125.498
Colombia,2011,Low Carbon,Solar,0.0
Colombia,2011,Low Carbon,Wind,0.107
Colombia,2011,Low Carbon,Other Renewable,3.572
Colombia,2011,Low Carbon,Nuclear,0.0
Colombia,2012,Fossil Fuel,Coal,54.56
Colombia,2012,Fossil Fuel,Gas,94.659
Colombia,2012,Fossil Fuel,Oil,166.273
Colombia,2012,Low Carbon,Biofuel,0.372
Colombia,2012,Low Carbon,Hydro,122.559
Colombia,2012,Low Carbon,Solar,0.0
Colombia,2012,Low Carbon,Wind,0.141
Colombia,2012,Low Carbon,Other Renewable,3.802
Colombia,2012,Low Carbon,Nuclear,0.0
Colombia,2013,Fossil Fuel,Coal,58.69
Colombia,2013,Fossil Fuel,Gas,104.773
Colombia,2013,Fossil Fuel,Oil,167.461
Colombia,2013,Low Carbon,Biofuel,0.385
Colombia,2013,Low Carbon,Hydro,113.58
Colombia,2013,Low Carbon,Solar,0.0
Colombia,2013,Low Carbon,Wind,0.148
Colombia,2013,Low Carbon,Other Renewable,3.447
Colombia,2013,Low Carbon,Nuclear,0.0
Colombia,2014,Fossil Fuel,Coal,62.167
Colombia,2014,Fossil Fuel,Gas,113.841
Colombia,2014,Fossil Fuel,Oil,177.987
Colombia,2014,Low Carbon,Biofuel,0.394
Colombia,2014,Low Carbon,Hydro,113.864
Colombia,2014,Low Carbon,Solar,0.0
Colombia,2014,Low Carbon,Wind,0.179
Colombia,2014,Low Carbon,Other Renewable,4.4
Colombia,2014,Low Carbon,Nuclear,0.0
Colombia,2015,Fossil Fuel,Coal,57.78
Colombia,2015,Fossil Fuel,Gas,112.117
Colombia,2015,Fossil Fuel,Oil,187.428
Colombia,2015,Low Carbon,Biofuel,0.421
Colombia,2015,Low Carbon,Hydro,113.035
Colombia,2015,Low Carbon,Solar,0.0
Colombia,2015,Low Carbon,Wind,0.173
Colombia,2015,Low Carbon,Other Renewable,4.612
Colombia,2015,Low Carbon,Nuclear,0.0
Colombia,2016,Fossil Fuel,Coal,63.547
Colombia,2016,Fossil Fuel,Gas,120.966
Colombia,2016,Fossil Fuel,Oil,194.211
Colombia,2016,Low Carbon,Biofuel,0.395
Colombia,2016,Low Carbon,Hydro,117.662
Colombia,2016,Low Carbon,Solar,0.0
Colombia,2016,Low Carbon,Wind,0.128
Colombia,2016,Low Carbon,Other Renewable,5.014
Colombia,2016,Low Carbon,Nuclear,0.0
Croatia,2000,Fossil Fuel,Coal,5.021
Croatia,2000,Fossil Fuel,Gas,25.696
Croatia,2000,Fossil Fuel,Oil,46.749
Croatia,2000,Low Carbon,Biofuel,0.0
Croatia,2000,Low Carbon,Hydro,17.925
Croatia,2000,Low Carbon,Solar,0.0
Croatia,2000,Low Carbon,Wind,0.0
Croatia,2000,Low Carbon,Other Renewable,0.003
Croatia,2000,Low Carbon,Nuclear,0.0
Croatia,2001,Fossil Fuel,Coal,5.589
Croatia,2001,Fossil Fuel,Gas,26.925
Croatia,2001,Fossil Fuel,Oil,47.908
Croatia,2001,Low Carbon,Biofuel,0.0
Croatia,2001,Low Carbon,Hydro,19.818
Croatia,2001,Low Carbon,Solar,0.0
Croatia,2001,Low Carbon,Wind,0.0
Croatia,2001,Low Carbon,Other Renewable,0.0
Croatia,2001,Low Carbon,Nuclear,0.0
Croatia,2002,Fossil Fuel,Coal,6.794
Croatia,2002,Fossil Fuel,Gas,27.567
Croatia,2002,Fossil Fuel,Oil,50.182
Croatia,2002,Low Carbon,Biofuel,0.0
Croatia,2002,Low Carbon,Hydro,16.043
Croatia,2002,Low Carbon,Solar,0.0
Croatia,2002,Low Carbon,Wind,0.0
Croatia,2002,Low Carbon,Other Renewable,0.0
Croatia,2002,Low Carbon,Nuclear,0.0
Croatia,2003,Fossil Fuel,Coal,7.556
Croatia,2003,Fossil Fuel,Gas,27.402
Croatia,2003,Fossil Fuel,Oil,55.534
Croatia,2003,Low Carbon,Biofuel,0.0
Croatia,2003,Low Carbon,Hydro,14.87
Croatia,2003,Low Carbon,Solar,0.0
Croatia,2003,Low Carbon,Wind,0.0
Croatia,2003,Low Carbon,Other Renewable,0.0
Croatia,2003,Low Carbon,Nuclear,0.0
Croatia,2004,Fossil Fuel,Coal,8.024
Croatia,2004,Fossil Fuel,Gas,28.418
Croatia,2004,Fossil Fuel,Oil,52.103
Croatia,2004,Low Carbon,Biofuel,0.0
Croatia,2004,Low Carbon,Hydro,20.646
Croatia,2004,Low Carbon,Solar,0.0
Croatia,2004,Low Carbon,Wind,0.005
Croatia,2004,Low Carbon,Other Renewable,0.011
Croatia,2004,Low Carbon,Nuclear,0.0
Croatia,2005,Fossil Fuel,Coal,7.951
Croatia,2005,Fossil Fuel,Gas,27.482
Croatia,2005,Fossil Fuel,Oil,53.633
Croatia,2005,Low Carbon,Biofuel,0.0
Croatia,2005,Low Carbon,Hydro,18.926
Croatia,2005,Low Carbon,Solar,0.0
Croatia,2005,Low Carbon,Wind,0.027
Croatia,2005,Low Carbon,Other Renewable,0.038
Croatia,2005,Low Carbon,Nuclear,0.0
Croatia,2006,Fossil Fuel,Coal,7.381
Croatia,2006,Fossil Fuel,Gas,27.179
Croatia,2006,Fossil Fuel,Oil,54.472
Croatia,2006,Low Carbon,Biofuel,0.0
Croatia,2006,Low Carbon,Hydro,17.687
Croatia,2006,Low Carbon,Solar,0.0
Croatia,2006,Low Carbon,Wind,0.051
Croatia,2006,Low Carbon,Other Renewable,0.029
Croatia,2006,Low Carbon,Nuclear,0.0
Croatia,2007,Fossil Fuel,Coal,8.014
Croatia,2007,Fossil Fuel,Gas,31.23
Croatia,2007,Fossil Fuel,Oil,55.77
Croatia,2007,Low Carbon,Biofuel,0.0
Croatia,2007,Low Carbon,Hydro,12.484
Croatia,2007,Low Carbon,Solar,0.0
Croatia,2007,Low Carbon,Wind,0.093
Croatia,2007,Low Carbon,Other Renewable,0.019
Croatia,2007,Low Carbon,Nuclear,0.0
Croatia,2008,Fossil Fuel,Coal,8.247
Croatia,2008,Fossil Fuel,Gas,30.27
Croatia,2008,Fossil Fuel,Oil,52.885
Croatia,2008,Low Carbon,Biofuel,0.0
Croatia,2008,Low Carbon,Hydro,15.26
Croatia,2008,Low Carbon,Solar,0.0
Croatia,2008,Low Carbon,Wind,0.106
Croatia,2008,Low Carbon,Other Renewable,0.055
Croatia,2008,Low Carbon,Nuclear,0.0
Croatia,2009,Fossil Fuel,Coal,5.893
Croatia,2009,Fossil Fuel,Gas,27.95
Croatia,2009,Fossil Fuel,Oil,51.65
Croatia,2009,Low Carbon,Biofuel,0.0
Croatia,2009,Low Carbon,Hydro,19.437
Croatia,2009,Low Carbon,Solar,0.0
Croatia,2009,Low Carbon,Wind,0.142
Croatia,2009,Low Carbon,Other Renewable,0.066
Croatia,2009,Low Carbon,Nuclear,0.0
Croatia,2010,Fossil Fuel,Coal,7.94
Croatia,2010,Fossil Fuel,Gas,30.614
Croatia,2010,Fossil Fuel,Oil,43.888
Croatia,2010,Low Carbon,Biofuel,0.0
Croatia,2010,Low Carbon,Hydro,23.795
Croatia,2010,Low Carbon,Solar,0.0
Croatia,2010,Low Carbon,Wind,0.362
Croatia,2010,Low Carbon,Other Renewable,0.086
Croatia,2010,Low Carbon,Nuclear,0.0
Croatia,2011,Fossil Fuel,Coal,8.173
Croatia,2011,Fossil Fuel,Gas,29.892
Croatia,2011,Fossil Fuel,Oil,41.735
Croatia,2011,Low Carbon,Biofuel,0.0
Croatia,2011,Low Carbon,Hydro,13.043
Croatia,2011,Low Carbon,Solar,0.0
Croatia,2011,Low Carbon,Wind,0.521
Croatia,2011,Low Carbon,Other Renewable,0.143
Croatia,2011,Low Carbon,Nuclear,0.0
Croatia,2012,Fossil Fuel,Coal,7.329
Croatia,2012,Fossil Fuel,Gas,28.066
Croatia,2012,Fossil Fuel,Oil,37.4
Croatia,2012,Low Carbon,Biofuel,0.0
Croatia,2012,Low Carbon,Hydro,12.459
Croatia,2012,Low Carbon,Solar,0.005
Croatia,2012,Low Carbon,Wind,0.847
Croatia,2012,Low Carbon,Other Renewable,0.242
Croatia,2012,Low Carbon,Nuclear,0.0
Croatia,2013,Fossil Fuel,Coal,7.852
Croatia,2013,Fossil Fuel,Gas,26.538
Croatia,2013,Fossil Fuel,Oil,35.978
Croatia,2013,Low Carbon,Biofuel,0.0
Croatia,2013,Low Carbon,Hydro,22.074
Croatia,2013,Low Carbon,Solar,0.029
Croatia,2013,Low Carbon,Wind,1.324
Croatia,2013,Low Carbon,Other Renewable,0.32
Croatia,2013,Low Carbon,Nuclear,0.0
Croatia,2014,Fossil Fuel,Coal,7.521
Croatia,2014,Fossil Fuel,Gas,23.486
Croatia,2014,Fossil Fuel,Oil,37.663
Croatia,2014,Low Carbon,Biofuel,0.0
Croatia,2014,Low Carbon,Hydro,22.922
Croatia,2014,Low Carbon,Solar,0.089
Croatia,2014,Low Carbon,Wind,1.858
Croatia,2014,Low Carbon,Other Renewable,0.42
Croatia,2014,Low Carbon,Nuclear,0.0
Croatia,2015,Fossil Fuel,Coal,7.044
Croatia,2015,Fossil Fuel,Gas,24.212
Croatia,2015,Fossil Fuel,Oil,39.127
Croatia,2015,Low Carbon,Biofuel,0.0
Croatia,2015,Low Carbon,Hydro,16.168
Croatia,2015,Low Carbon,Solar,0.144
Croatia,2015,Low Carbon,Wind,2.014
Croatia,2015,Low Carbon,Other Renewable,0.673
Croatia,2015,Low Carbon,Nuclear,0.0
Croatia,2016,Fossil Fuel,Coal,7.571
Croatia,2016,Fossil Fuel,Gas,25.244
Croatia,2016,Fossil Fuel,Oil,39.293
Croatia,2016,Low Carbon,Biofuel,0.0
Croatia,2016,Low Carbon,Hydro,17.234
Croatia,2016,Low Carbon,Solar,0.166
Croatia,2016,Low Carbon,Wind,2.55
Croatia,2016,Low Carbon,Other Renewable,1.084
Croatia,2016,Low Carbon,Nuclear,0.0
Cyprus,2000,Fossil Fuel,Coal,0.419
Cyprus,2000,Fossil Fuel,Gas,0.0
Cyprus,2000,Fossil Fuel,Oil,29.842
Cyprus,2000,Low Carbon,Biofuel,0.0
Cyprus,2000,Low Carbon,Hydro,0.0
Cyprus,2000,Low Carbon,Solar,0.0
Cyprus,2000,Low Carbon,Wind,0.0
Cyprus,2000,Low Carbon,Other Renewable,0.0
Cyprus,2000,Low Carbon,Nuclear,0.0
Cyprus,2001,Fossil Fuel,Coal,0.616
Cyprus,2001,Fossil Fuel,Gas,0.0
Cyprus,2001,Fossil Fuel,Oil,29.993
Cyprus,2001,Low Carbon,Biofuel,0.0
Cyprus,2001,Low Carbon,Hydro,0.0
Cyprus,2001,Low Carbon,Solar,0.0
Cyprus,2001,Low Carbon,Wind,0.0
Cyprus,2001,Low Carbon,Other Renewable,0.0
Cyprus,2001,Low Carbon,Nuclear,0.0
Cyprus,2002,Fossil Fuel,Coal,0.512
Cyprus,2002,Fossil Fuel,Gas,0.0
Cyprus,2002,Fossil Fuel,Oil,29.674
Cyprus,2002,Low Carbon,Biofuel,0.0
Cyprus,2002,Low Carbon,Hydro,0.0
Cyprus,2002,Low Carbon,Solar,0.0
Cyprus,2002,Low Carbon,Wind,0.0
Cyprus,2002,Low Carbon,Other Renewable,0.0
Cyprus,2002,Low Carbon,Nuclear,0.0
Cyprus,2003,Fossil Fuel,Coal,0.512
Cyprus,2003,Fossil Fuel,Gas,0.0
Cyprus,2003,Fossil Fuel,Oil,31.577
Cyprus,2003,Low Carbon,Biofuel,0.0
Cyprus,2003,Low Carbon,Hydro,0.0
Cyprus,2003,Low Carbon,Solar,0.0
Cyprus,2003,Low Carbon,Wind,0.0
Cyprus,2003,Low Carbon,Other Renewable,0.0
Cyprus,2003,Low Carbon,Nuclear,0.0
Cyprus,2004,Fossil Fuel,Coal,0.512
Cyprus,2004,Fossil Fuel,Gas,0.0
Cyprus,2004,Fossil Fuel,Oil,30.714
Cyprus,2004,Low Carbon,Biofuel,0.0
Cyprus,2004,Low Carbon,Hydro,0.0
Cyprus,2004,Low Carbon,Solar,0.001
Cyprus,2004,Low Carbon,Wind,0.001
Cyprus,2004,Low Carbon,Other Renewable,0.0
Cyprus,2004,Low Carbon,Nuclear,0.0
Cyprus,2005,Fossil Fuel,Coal,0.512
Cyprus,2005,Fossil Fuel,Gas,0.0
Cyprus,2005,Fossil Fuel,Oil,34.478
Cyprus,2005,Low Carbon,Biofuel,0.0
Cyprus,2005,Low Carbon,Hydro,0.0
Cyprus,2005,Low Carbon,Solar,0.002
Cyprus,2005,Low Carbon,Wind,0.001
Cyprus,2005,Low Carbon,Other Renewable,0.0
Cyprus,2005,Low Carbon,Nuclear,0.0
Cyprus,2006,Fossil Fuel,Coal,0.351
Cyprus,2006,Fossil Fuel,Gas,0.0
Cyprus,2006,Fossil Fuel,Oil,34.057
Cyprus,2006,Low Carbon,Biofuel,0.0
Cyprus,2006,Low Carbon,Hydro,0.0
Cyprus,2006,Low Carbon,Solar,0.003
Cyprus,2006,Low Carbon,Wind,0.001
Cyprus,2006,Low Carbon,Other Renewable,0.0
Cyprus,2006,Low Carbon,Nuclear,0.0
Cyprus,2007,Fossil Fuel,Coal,0.319
Cyprus,2007,Fossil Fuel,Gas,0.0
Cyprus,2007,Fossil Fuel,Oil,34.647
Cyprus,2007,Low Carbon,Biofuel,0.0
Cyprus,2007,Low Carbon,Hydro,0.0
Cyprus,2007,Low Carbon,Solar,0.005
Cyprus,2007,Low Carbon,Wind,0.001
Cyprus,2007,Low Carbon,Other Renewable,0.004
Cyprus,2007,Low Carbon,Nuclear,0.0
Cyprus,2008,Fossil Fuel,Coal,0.261
Cyprus,2008,Fossil Fuel,Gas,0.0
Cyprus,2008,Fossil Fuel,Oil,35.382
Cyprus,2008,Low Carbon,Biofuel,0.0
Cyprus,2008,Low Carbon,Hydro,0.0
Cyprus,2008,Low Carbon,Solar,0.008
Cyprus,2008,Low Carbon,Wind,0.001
Cyprus,2008,Low Carbon,Other Renewable,0.032
Cyprus,2008,Low Carbon,Nuclear,0.0
Cyprus,2009,Fossil Fuel,Coal,0.138
Cyprus,2009,Fossil Fuel,Gas,0.0
Cyprus,2009,Fossil Fuel,Oil,34.592
Cyprus,2009,Low Carbon,Biofuel,0.0
Cyprus,2009,Low Carbon,Hydro,0.0
Cyprus,2009,Low Carbon,Solar,0.01
Cyprus,2009,Low Carbon,Wind,0.001
Cyprus,2009,Low Carbon,Other Renewable,0.071
Cyprus,2009,Low Carbon,Nuclear,0.0
Cyprus,2010,Fossil Fuel,Coal,0.17
Cyprus,2010,Fossil Fuel,Gas,0.0
Cyprus,2010,Fossil Fuel,Oil,33.504
Cyprus,2010,Low Carbon,Biofuel,0.0
Cyprus,2010,Low Carbon,Hydro,0.0
Cyprus,2010,Low Carbon,Solar,0.018
Cyprus,2010,Low Carbon,Wind,0.081
Cyprus,2010,Low Carbon,Other Renewable,0.091
Cyprus,2010,Low Carbon,Nuclear,0.0
Cyprus,2011,Fossil Fuel,Coal,0.08
Cyprus,2011,Fossil Fuel,Gas,0.0
Cyprus,2011,Fossil Fuel,Oil,32.946
Cyprus,2011,Low Carbon,Biofuel,0.0
Cyprus,2011,Low Carbon,Hydro,0.0
Cyprus,2011,Low Carbon,Solar,0.031
Cyprus,2011,Low Carbon,Wind,0.295
Cyprus,2011,Low Carbon,Other Renewable,0.135
Cyprus,2011,Low Carbon,Nuclear,0.0
Cyprus,2012,Fossil Fuel,Coal,0.003
Cyprus,2012,Fossil Fuel,Gas,0.0
Cyprus,2012,Fossil Fuel,Oil,30.69
Cyprus,2012,Low Carbon,Biofuel,0.0
Cyprus,2012,Low Carbon,Hydro,0.0
Cyprus,2012,Low Carbon,Solar,0.057
Cyprus,2012,Low Carbon,Wind,0.477
Cyprus,2012,Low Carbon,Other Renewable,0.129
Cyprus,2012,Low Carbon,Nuclear,0.0
Cyprus,2013,Fossil Fuel,Coal,0.003
Cyprus,2013,Fossil Fuel,Gas,0.0
Cyprus,2013,Fossil Fuel,Oil,27.187
Cyprus,2013,Low Carbon,Biofuel,0.0
Cyprus,2013,Low Carbon,Hydro,0.0
Cyprus,2013,Low Carbon,Solar,0.12
Cyprus,2013,Low Carbon,Wind,0.591
Cyprus,2013,Low Carbon,Other Renewable,0.125
Cyprus,2013,Low Carbon,Nuclear,0.0
Cyprus,2014,Fossil Fuel,Coal,0.026
Cyprus,2014,Fossil Fuel,Gas,0.0
Cyprus,2014,Fossil Fuel,Oil,27.27
Cyprus,2014,Low Carbon,Biofuel,0.0
Cyprus,2014,Low Carbon,Hydro,0.0
Cyprus,2014,Low Carbon,Solar,0.213
Cyprus,2014,Low Carbon,Wind,0.468
Cyprus,2014,Low Carbon,Other Renewable,0.129
Cyprus,2014,Low Carbon,Nuclear,0.0
Cyprus,2015,Fossil Fuel,Coal,0.039
Cyprus,2015,Fossil Fuel,Gas,0.0
Cyprus,2015,Fossil Fuel,Oil,27.931
Cyprus,2015,Low Carbon,Biofuel,0.0
Cyprus,2015,Low Carbon,Hydro,0.0
Cyprus,2015,Low Carbon,Solar,0.32
Cyprus,2015,Low Carbon,Wind,0.561
Cyprus,2015,Low Carbon,Other Renewable,0.13
Cyprus,2015,Low Carbon,Nuclear,0.0
Cyprus,2016,Fossil Fuel,Coal,0.005
Cyprus,2016,Fossil Fuel,Gas,0.0
Cyprus,2016,Fossil Fuel,Oil,30.465
Cyprus,2016,Low Carbon,Biofuel,0.0
Cyprus,2016,Low Carbon,Hydro,0.0
Cyprus,2016,Low Carbon,Solar,0.367
Cyprus,2016,Low Carbon,Wind,0.57
Cyprus,2016,Low Carbon,Other Renewable,0.131
Cyprus,2016,Low Carbon,Nuclear,0.0
Czechia,2000,Fossil Fuel,Coal,246.717
Czechia,2000,Fossil Fuel,Gas,87.227
Czechia,2000,Fossil Fuel,Oil,94.429
Czechia,2000,Low Carbon,Biofuel,0.0
Czechia,2000,Low Carbon,Hydro,4.883
Czechia,2000,Low Carbon,Solar,0.0
Czechia,2000,Low Carbon,Wind,0.0
Czechia,2000,Low Carbon,Other Renewable,1.436
Czechia,2000,Low Carbon,Nuclear,37.75
Czechia,2001,Fossil Fuel,Coal,242.131
Czechia,2001,Fossil Fuel,Gas,93.414
Czechia,2001,Fossil Fuel,Oil,99.92
Czechia,2001,Low Carbon,Biofuel,0.0
Czechia,2001,Low Carbon,Hydro,5.669
Czechia,2001,Low Carbon,Solar,0.0
Czechia,2001,Low Carbon,Wind,0.001
Czechia,2001,Low Carbon,Other Renewable,1.419
Czechia,2001,Low Carbon,Nuclear,40.704
Czechia,2002,Fossil Fuel,Coal,237.631
Czechia,2002,Fossil Fuel,Gas,90.273
Czechia,2002,Fossil Fuel,Oil,96.751
Czechia,2002,Low Carbon,Biofuel,0.0
Czechia,2002,Low Carbon,Hydro,6.833
Czechia,2002,Low Carbon,Solar,0.0
Czechia,2002,Low Carbon,Wind,0.004
Czechia,2002,Low Carbon,Other Renewable,1.355
Czechia,2002,Low Carbon,Nuclear,51.379
Czechia,2003,Fossil Fuel,Coal,241.522
Czechia,2003,Fossil Fuel,Gas,91.205
Czechia,2003,Fossil Fuel,Oil,103.531
Czechia,2003,Low Carbon,Biofuel,0.0
Czechia,2003,Low Carbon,Hydro,3.768
Czechia,2003,Low Carbon,Solar,0.0
Czechia,2003,Low Carbon,Wind,0.011
Czechia,2003,Low Carbon,Other Renewable,1.335
Czechia,2003,Low Carbon,Nuclear,70.484
Czechia,2004,Fossil Fuel,Coal,241.889
Czechia,2004,Fossil Fuel,Gas,90.573
Czechia,2004,Fossil Fuel,Oil,114.085
Czechia,2004,Low Carbon,Biofuel,0.0
Czechia,2004,Low Carbon,Hydro,5.466
Czechia,2004,Low Carbon,Solar,0.0
Czechia,2004,Low Carbon,Wind,0.027
Czechia,2004,Low Carbon,Other Renewable,1.572
Czechia,2004,Low Carbon,Nuclear,71.261
Czechia,2005,Fossil Fuel,Coal,233.697
Czechia,2005,Fossil Fuel,Gas,89.591
Czechia,2005,Fossil Fuel,Oil,119.157
Czechia,2005,Low Carbon,Biofuel,0.0
Czechia,2005,Low Carbon,Hydro,6.402
Czechia,2005,Low Carbon,Solar,0.0
Czechia,2005,Low Carbon,Wind,0.057
Czechia,2005,Low Carbon,Other Renewable,1.744
Czechia,2005,Low Carbon,Nuclear,66.514
Czechia,2006,Fossil Fuel,Coal,241.975
Czechia,2006,Fossil Fuel,Gas,88.313
Czechia,2006,Fossil Fuel,Oil,117.511
Czechia,2006,Low Carbon,Biofuel,0.0
Czechia,2006,Low Carbon,Hydro,6.818
Czechia,2006,Low Carbon,Solar,0.0
Czechia,2006,Low Carbon,Wind,0.132
Czechia,2006,Low Carbon,Other Renewable,2.439
Czechia,2006,Low Carbon,Nuclear,69.621
Czechia,2007,Fossil Fuel,Coal,241.515
Czechia,2007,Fossil Fuel,Gas,84.186
