iso_code,country,year,gdp,population,fossil_fuel_consumption,coal_consumption,coal_production,gas_consumption,gas_production,oil_consumption,oil_production,low_carbon_consumption,renewables_consumption,biofuel_consumption,hydro_consumption,solar_consumption,wind_consumption,other_renewable_consumption,nuclear_consumption
ARG,Argentina,2004,532000000000.0,38492000.0,610.259,9.52,0.0,368.092,436.458,232.647,476.356,119.771,98.469,0.0,95.836,0.0,0.196,2.437,21.301
ARG,Argentina,2005,584000000000.0,38893000.0,651.139,10.962,0.0,392.89,443.752,247.287,457.119,127.417,108.929,0.0,105.847,0.0,0.193,2.889,18.488
ARG,Argentina,2006,631000000000.0,39290000.0,676.39,9.924,0.0,406.505,448.323,259.96,457.863,141.619,120.981,0.0,116.605,0.0,0.186,4.19,20.638
ARG,Argentina,2007,694000000000.0,39684000.0,730.242,14.36,0.0,427.122,435.972,288.759,443.713,123.867,104.599,0.0,100.25,0.0,0.164,4.185,19.268
ARG,Argentina,2008,741000000000.0,40080000.0,746.359,17.516,0.0,431.888,428.484,296.955,438.956,122.296,102.778,0.0,98.196,0.0,0.111,4.471,19.518
ARG,Argentina,2009,692000000000.0,40483000.0,718.798,9.621,0.0,418.356,403.012,290.821,395.285,133.092,111.625,0.0,106.993,0.0,0.097,4.535,21.468
ARG,Argentina,2010,772000000000.0,40896000.0,760.64,13.472,0.0,420.875,389.97,326.294,386.401,135.787,116.988,5.962,105.71,0.0,0.066,5.249,18.799
ARG,Argentina,2011,836000000000.0,41320000.0,779.77,14.619,0.0,438.398,377.179,326.754,362.097,133.863,117.277,8.8,102.728,0.004,0.069,5.676,16.585
ARG,Argentina,2012,838000000000.0,41755000.0,810.043,13.669,0.0,456.642,366.912,339.731,358.096,129.645,113.155,10.877,94.984,0.021,0.953,6.32,16.49
ARG,Argentina,2013,847000000000.0,42196000.0,839.406,14.939,0.0,460.277,345.559,364.19,350.493,139.644,123.752,12.06,104.202,0.039,1.161,6.291,15.891
ARG,Argentina,2014,818000000000.0,42638000.0,834.515,15.892,0.0,461.55,344.859,357.073,345.852,139.614,125.582,14.111,103.995,0.041,1.577,5.858,14.033
ARG,Argentina,2015,840000000000.0,43075000.0,849.631,15.814,0.0,466.526,354.912,367.291,348.864,146.426,128.619,15.394,105.671,0.037,1.501,6.016,17.807
ARG,Argentina,2016,820000000000.0,43508000.0,853.663,12.189,0.0,482.1,372.824,359.374,332.436,139.726,118.891,16.339,96.202,0.036,1.376,4.938,20.835
AUS,Australia,2000,680000000000.0,18991000.0,1264.793,591.584,1996.821,205.551,311.924,467.658,430.676,48.713,48.713,0.0,45.74,0.13,0.372,2.471,0.0
AUS,Australia,2001,694000000000.0,19195000.0,1277.953,585.612,2157.923,221.693,326.413,470.647,398.5,47.639,47.639,0.0,44.497,0.149,0.792,2.201,0.0
AUS,Australia,2002,724000000000.0,19401000.0,1296.045,598.795,2224.048,228.148,330.012,469.101,396.024,49.228,49.228,0.0,44.131,0.16,1.463,3.473,0.0
AUS,Australia,2003,742000000000.0,19624000.0,1314.682,615.945,2299.05,229.943,337.453,468.795,342.793,50.863,50.863,0.0,44.163,0.172,1.918,4.609,0.0
AUS,Australia,2004,773000000000.0,19880000.0,1358.446,641.831,2388.833,234.536,359.303,482.08,299.372,52.434,52.434,0.0,42.464,0.197,2.152,7.621,0.0
AUS,Australia,2005,826000000000.0,20179000.0,1349.633,638.129,2501.29,232.59,382.353,478.913,294.078,55.814,55.814,0.08,41.601,0.226,3.494,10.413,0.0
AUS,Australia,2006,842000000000.0,20526000.0,1432.939,655.413,2556.843,259.431,406.823,518.095,272.972,57.445,57.445,0.946,39.948,0.261,5.779,10.511,0.0
AUS,Australia,2007,877000000000.0,20916000.0,1451.875,649.729,2640.857,290.198,427.512,511.947,284.161,57.503,57.503,3.608,34.661,0.302,7.576,11.355,0.0
AUS,Australia,2008,932000000000.0,21332000.0,1475.171,677.221,2720.624,285.35,416.829,512.6,280.136,59.095,59.095,8.652,31.189,0.367,9.129,9.757,0.0
AUS,Australia,2009,927000000000.0,21751000.0,1455.724,654.79,2822.836,291.365,466.976,509.569,259.793,65.578,65.578,12.698,33.166,0.761,11.642,7.311,0.0
AUS,Australia,2010,994000000000.0,22155000.0,1450.189,607.329,2914.792,337.837,540.107,505.024,284.824,76.914,76.914,19.16,35.841,2.549,12.998,6.366,0.0
AUS,Australia,2011,1030000000000.0,22538000.0,1482.664,591.993,2850.816,352.831,556.507,537.84,249.963,99.578,99.578,20.221,50.72,5.298,16.668,6.67,0.0
AUS,Australia,2012,1020000000000.0,22904000.0,1466.998,554.398,3091.912,353.907,595.261,558.692,248.277,95.977,95.977,18.007,43.881,6.213,19.898,7.979,0.0
AUS,Australia,2013,1010000000000.0,23255000.0,1466.687,526.176,3323.746,371.735,618.002,568.776,206.784,108.028,108.028,17.071,48.872,9.85,23.705,8.53,0.0
AUS,Australia,2014,1020000000000.0,23596000.0,1497.662,521.82,3559.452,400.999,666.442,574.843,221.719,99.736,99.736,16.366,36.861,12.602,24.882,9.025,0.0
AUS,Australia,2015,1050000000000.0,23932000.0,1515.937,540.351,3555.705,421.07,760.39,554.516,197.223,105.449,105.449,14.863,35.632,15.701,29.949,9.305,0.0
AUS,Australia,2016,1070000000000.0,24263000.0,1516.339,539.997,3563.059,417.261,964.193,559.081,181.24,117.766,117.766,12.685,44.338,18.798,32.759,9.187,0.0
AUT,Austria,2000,288000000000.0,8069000.0,262.847,42.479,0.0,78.205,0.0,142.163,0.0,120.848,120.848,0.198,116.21,0.008,0.186,4.245,0.0
AUT,Austria,2001,283000000000.0,8098000.0,281.025,43.881,0.0,82.882,0.0,154.262,0.0,116.965,116.965,0.227,111.647,0.014,0.475,4.603,0.0
AUT,Austria,2002,292000000000.0,8134000.0,283.582,44.58,0.0,81.485,0.0,157.517,0.0,115.285,115.285,0.235,110.3,0.025,0.557,4.169,0.0
AUT,Austria,2003,293000000000.0,8176000.0,307.622,47.548,0.0,89.63,0.0,170.444,0.0,96.435,96.435,0.244,90.49,0.041,0.997,4.664,0.0
AUT,Austria,2004,303000000000.0,8217000.0,302.939,46.576,0.0,90.492,0.0,165.871,0.0,107.89,107.89,0.249,99.516,0.049,2.501,5.576,0.0
AUT,Austria,2005,312000000000.0,8254000.0,306.91,46.438,0.0,95.277,0.0,165.194,0.0,110.92,110.92,0.946,99.781,0.057,3.581,6.556,0.0
